id,str_resource,str_description,website,see_also_url,meta_title,meta_description,stage_list,task_list,category,college,college_display,stage_list_facet,task_list_facet
178,Genomics Core,"Established by the Department of Cell Biology and Molecular Genetics, the Genomics Core provides faculty and students with a centralized resource where users have the opportunity to access automated nucleic acid sequencing and analysis instrumentation, as well as Real-Time PCR (qPCR) technology.  The Genomics Core provides researchers with the opportunity to access a 3730xl DNA sequencer (Sanger sequencing) and two Real-Time PCR machines. Services include training on all equipment. Services do not include sample preparation.",http://biosciencecores.umd.edu/genomics.html,,access automated nucleic acid sequencing and analysis instrumentation and Real-Time PCR (qPCR) technology,"DNA,PCR,Sanger sequencing,cell biology,molecular genetics,nucleic,genomics",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
179,Glenn L. Martin Wind Tunnel,"The mission of the GLM Wind Tunnel includes the following.  The GLMWT team works to advance the level of aerodynamic design of vehicles and other devices by generating appropriate design and development test data.  We advance the state of the art in aerodynamics, fluid mechanics, and closely related disciplines experimental research.  We advance the state of the art in tunnel testing methods including modeling arrangements, instrumentation, and increasing the integration of computational capabilities for rapid data presentation and rapid comparison of results of measurements, analyses, and computational simulations. We contribute to the education of undergraduates and graduate students by engaging them in our laboratory work, and by providing our capabilities to support their research projects.  We provide research and development expertise, service, and education to citizens of the area, state, and nation by being available to companies and government agencies, by hosting visitors and engaging in other activities to enhance and broaden the understanding of the influence of aerodynamics in various human activities.",http://www.glmwt.umd.edu/,http://research.umd.edu/core-facilities,Find services to support experimental aerodynamics,"aerodynamics,experiment,wind,computational simulations,pressure transducers,temperature transducers,flow visualization equipment",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
180,Imaging Core,"The Imaging Core provides researchers with the opportunity to image live, fixed, unlabeled or fluorescently labeled samples using one of several available microscopes, including a Zeiss LSM710 confocal, a Leica SP5X confocal, and an Axiophot Fluorescence microscope. Services include training on all equipment, guidance on experimental design and Director-assisted microscope operation.",http://biosciencecores.umd.edu/imaging-core.html,,Find light microscopes and imaging instrumentation,"microscope,imaging,light microscopy",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
181,Micro & Nano Fabrication Laboratory (FabLab),"A professionally staffed, full-service micro and nano processing center supporting nano materials, electronics, optics, sensors and microelectromechanical systems (MEMs) research and development.",https://www.nanocenter.umd.edu/fablab/,https://www.nanocenter.umd.edu/fablab/fees/,Conduct micro and nano research in a Class 1000 research cleanroom,"experiment,nano,micro,electronics,optics,sensors,microelectromechanical,MEM,imaging,microautomation,atomic layer,equipment,semiconductors,bioscience,actuator,bioengineering,FabLab,laboratory,nanocenter,cleanroom",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
182,NanoOptics Lab,"Our newest lab, the NanoOptics Lab is dedicated to optical metrology of materials and devices.  Our tools include an FTIR spectrometer and a Horiba UV-Vis imaging spectrometer. Our NT-MDT NTEGRA Spectra Scanning Probe Microscope is configured for confocal Raman capability.  In addition to standard materials, the NT system can handle wet, electrochemical, and biological samples.",https://www.nanocenter.umd.edu/nanoopticslab/,,Access services and equipment to conduct research on optical metrology of materials and devices,"nano,experiment,microscope,confocal,NT,electrochemical,biological,imaging,spectrometer,scanning probe,NanoOptics,optic",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
183,Advanced Imaging & Microscopy Laboratory (AIMLab),"The AIMLab is dedicated to the characterization of the structure and composition of a broad spectrum of hard and soft materials and biological systems with nanometer resolution. These capabilities are used for research, and the teaching and training of students. The research performed in the laboratory is focused on the characterization of materials and structures in the areas of biomaterials, multifunctional and smart materials, nanostructured materials, nanodevices and geological materials.",https://www.nanocenter.umd.edu/aimlab/,,Access services and training in structural and compositional characterization of materials using electron microscopy,"AIMlab,nanometer,biological,electron,microscopy,microscope,biomaterials,nanostructure,nanodevice,geological,laboratory,microscope,transmission,scanning,microprobe",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
184,Mass Spectrometry Facility,"The Mass Spectrometry Facility is equipped with several high-performance mass spectrometers to support basic research efforts throughout the University of Maryland. The facility is located in room 0511 of building 091, Department of Chemistry & Biochemistry. The facility offers training for independent operation of instruments as well as sample analysis by facility personnel. The facility's services are also open to external academic institutions and industry.",http://www.chem.umd.edu/sharedinstrumentation/massspectrometryfacility,,Conduct research with high-performance mass spectrometers,"spectrometer,mass,sample analysis,sample preparation,MALDI,TOF MS,direct infusion electrospray,electrospray MS,HPLC,ESI,spectroscopic,isotope,protein",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
185,Michelle Smith Collaboratory for Visual Culture,"The Collaboratory has a large visualization space that sets it apart from most labs/resources at the University of Maryland. A large, slightly-curved projection wall (22' x 7 1/2') anchors one end of an intimate, inviting and flexible space that can seat up to 35 comfortably, 40-45 less so. This space has been used for classes, lectures, small conferences, receptions, and as a technology laboratory wherein students/researchers might test drive new equipment or ideas.
Project consultation and guidance for an array of research and teaching needs is a strength of personnel within the Collaboratory, with particular expertise in: image manipulation (Photoshop); three-dimensional modelling (principally Sketchup); visual database manipulation (especially Google Earth, but a growing number of approaches for visualizing humanities-centered data sets); teaching tools (exploiting PowerPoint, Prezi, et al. for maximum results)",http://michellesmithcollaboratory.umd.edu/,,"Find services for visualization and collaboration including image manipulation, data visualization, modeling, and teaching tools","visualization,reception space,presentation,image manipulation,photoshop,sketchup,3D,model,database manipulation,spatial map,powerpoint,prezi,consulting,collaboration,graphics,projector",Develop your research idea;Fund your research;Perform your research;Close out your project;Communicate and disseminate results,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research;5::Close out your project;6::Communicate and disseminate results,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
186,Neutral Buoyancy Research Facility (NBRF),"The neutral buoyancy tank is 50 feet across, 25 feet deep, and holds 367,000 gallons of water. Water temperature is maintained at 88°F for consistency of buoyancy and comfort of test support divers, and is specially filtered for maximum visual clarity. The facility allows external access for underwater test hardware up to 15 feet on a side and up to 4000 pounds in weight. Complete SCUBA diver support facilities include two locker rooms, air compressors for filling SCUBA bottles, and both underwater speakers and bidirectional underwater communications system. A secure storage facility for underwater test hardware is located outside the NBRF for hardware which will not be damaged by exposure to the elements.",http://www.eng.umd.edu/facilities/nbrf,,Conduct research in a weightless environment,"orbital,underwater,robotics,simulated lunar,Mars,gravity,buoyancy,dive,underwater",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
187,Proteomics Core Facility,"The mission of the Proteomics Core Facility is to enhance research in life sciences by bringing high-end instrumentation and expertise in proteomics research. The Facility is equipped with state-of-art LTQ Orbitrap XL mass spectrometer that's interfaced to a 2D nano HPLC system to provide the best sensitivity and accuracy for protein and peptide analysis. A full suite of software packages are maintained up-to-date to provide informatics support. The Facility provides service and collaboration to the entire research community with priority given to College of Computer, Mathematics, and Natural Sciences Faculty. While the main focus of the Facility is proteomics analysis, the equipment and personal is capable of performing analysis for most biomolecules.",http://cbmg.umd.edu/resources/corefacilities/proteomicscore,,Conduct proteomics research using high-end instrumentation and expertise,"proteomics,protein,peptide,electron,spectrometer,isoelectric,bioinformatics,post-translational,LCMS,LCMSMS,mass spectrometry",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
188,Sequencing Core,"The UM-IBBR Sequencing Core provides the research community at the University of Maryland (as well as off-campus customers) with access to 'Next Generation' sequencing. We feature an Illumina HiSeq1000 instrument, which can generate up to 500 million clusters, or a billion paired-end reads per run. Services and Technologies Offered - Illumina: Run times range from about four days for 50-base applications to 8 days for 100-base paired-end reads and the accuracy enables a broad range of applications, including but not limited to: DNA sequencing (DNA-seq), Transcriptome analysis (RNA-seq), Information about the Illumina technology and capabilities can be viewed at www.illumina.com.",https://www.ibbr.umd.edu/facilities/sequencing,,Conduct DNA and RNA research using 'Next Generation' sequencing,"IBBR,Illumina,DNA,RNA,sequencing",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
189,Shady Grove Biopharmaceutical Advancement Facility (BAF),"The Biopharmaceutical Advancement Facility (BAF) is a translational core facility located at IBBR Shady Grove that specializes in the development of cell culture-based biopharmaceutical products. BAF is part of the Biotechnology Research and Education Program of the University of Maryland's Technology Enterprise Institute (MTECH). The BAF is closely aligned with the Bioprocess Scale-Up Facility located in College Park.  The facility's staff members offer extensive expertise in addressing challenging problems with the advancement of anchorage-dependent or suspension-adapted cell lines. The facility is not restricted by current good manufacturing practices (cGMPs); however, production processes are directly transferable to partners operating under cGMPs.  The facility offers quick turnaround and flexible contracting arrangements that can include specialized training or working with our staff in the facility",http://www.mtech.umd.edu/biotech/baf.html,,Research and develop cell culture-based biopharmaceutical products,"biopharmaceutical,cell,biotechnology,mtech,bioprocess,anchorage-dependent,suspension-adapted,current good manufacturing practices,cGMPs,culture-based,incubators,bioreactors,tangential flow filtration",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
190,Surface Analysis Center,"The surface analysis center houses state-of-the-art instrumentation and provides services for surface analysis including X-ray photoelectron spectroscopy (XPS), confocal Raman and atomic force microscopy (AFM).  The facility is staffed by experts and is managed on a fee-per-service basis.  The facility is open to academic, government and, industrial users.",http://www.chem.umd.edu/sharedinstrumentation/surface-analysis-center/,,Access instrumentation and services for surface analysis,"X-ray,photoelectron,spectroscopy,XPS,confocal,Raman,atomic force,microscopy,AFM,XPS,spectrometer,monochromatic,nanoscope",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
191,Test Services and Failure Analysis Laboratory,"The Test Services and Failure Analysis Laboratory at CALCE provides the most efficient and cost effective analytical services, failure analysis, design reviews, reliability audits, warranty cost analysis, testing and reliability assessment assistance to all interested parties. The TSFA Lab performs standard and custom tests and failure analysis services, including proprietary services that may range from a day to several years.",http://www.calce.umd.edu/TSFA,,"Access services and equipment for analytical services, failure analysis, design reviews, reliability audits, warranty cost analysis, testing and reliability assessment","x-ray,ESEM,Vibration testing,Scanning Acoustic Microscopy,SAM,CSAM,Differential Scanning Calorimeter,DSC,Thermo-mechanical,Analyzer,TMA,Florescence,XRF,Electro-static Discharge,ESD,simulation,Dynamic Materials Analyzer,DMA",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
192,Laboratory for Biological Ultrastructure,"The mission of the Laboratory is to provide a high quality, well equipped central biological electron imaging facility containing staff and a full complement of equipment for the successful preparation and imaging of a wide variety of biological sample types.  The Laboratory will also serve as a training venue for faculty, post-doctoral, graduate and undergraduate students, and outside investigators in the various techniques of biological electron microscopy.",http://biology.umd.edu/lbu,,Access services and equipment for biological electron imaging,"biological specimen,ultramicrotomy,transmission,electron,microscopy,scanning,microscope,microanalysis,thin sectioning",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
193,X-ray Crystallographic Center (XCC),"Chemical Crystallography: provides single crystal structure determination of variety of inorganic, metal-organic, organic and pharmaceutical compounds, minerals and intermetallics, including including absolute structure determination, treatment of mero-and non-merohedral twins, disordered, OD and modulated crystals. Materials Characterization: provides powder X-ray diffraction analysis and characterization of polycrystalline and nano-crystalline materials and thin films, covering phase identification, qualitative and quantitative analysis, amorphous content determination, micro-diffraction and area mapping, samples of any size and shape, crystallite size and micro-strain determination, ab initio indexing and accurate unit cell refinement, crystal structure refinement using the Rietveld method and ab initio structure determination.  Advanced Diffraction: provides X-ray diffraction measurements for reflectivity (XRR) from thin films and (coming soon) small angle x-ray scattering (SAXS) from nano and macromolecular materials.",http://www.chem.umd.edu/crystallography,,"Access services and resources for X-ray Diffraction, Chemical Crystallography and Materials Characterization","X-ray,diffraction,chemical,crystallography,polycrystalline,pharmaceutical,minerals,intermetallics,nano-crystalline,XRR,micro-diffraction,micro-strain,unit cell refinement,reflectivity,XRR,SAXS,macromolecular,diffractometer,goniometer",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
195,Template: Data Management Plan [DMPTool],"A data management plan describes the data, code, and other research products you will produce and how you will format, document, store, share, and preserve them. Funding agencies and journals increasingly expect that you will, as much as possible, share data, code, and other products with other researchers. Many funding agencies and sponsors require a data management plan with each proposal, but any researcher or team will benefit from developing a data management plan. Developing a plan is an excellent way to identify useful and important records, optimize your data handling processes, and anticipate issues that may arise in publishing, archiving, and preservation. Log in to dmptool.org with your UMD credentials and start creating a data management plan using templates from both UMD and a variety of funders.",https://dmptool.org,,Find an example of and build a data management plan,"template,boilerplate,proposal,data management,data query,dmp,data,NSF",Develop your research idea;Fund your research;Manage your project;Perform your research,Plan for data collection and management;Plan for data management and IT infrastructure;Develop your proposal;Get data management assistance;Manage your data,Library Resources,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;3::Manage your project;4::Perform your research,104::Plan for data collection and management;204::Plan for data management and IT infrastructure;207::Develop your proposal;305::Get data management assistance;403::Manage your data
119,Cost Sharing,"Cost sharing or matching refers to that portion of a project or program costs not paid by the sponsor and/or is explicitly required by the program or solicitation, without which an application would be ineligible. These costs represent an implied or explicit agreement on the part of the University to assure that non-sponsor resources are contributed to a project, either from sources within or external to the University.",http://www.ora.umd.edu/resources/cost-share,,"Find policies, guidance, and sample worksheet for cost sharing","cost sharing,matching,budget",Fund your research;Manage your project,Build your budget;Manage your budget;Comply with research policies and practices,Research Administration Guidance,UMCP,Campuswide,2::Fund your research;3::Manage your project,206::Build your budget;302::Manage your budget;310::Comply with research policies and practices
171,Supply Chain Management Center,Works to continue integration of the leading edge business practices and technologies of the real-time supply chain into the undergraduate and graduate programs in Supply Chain Management at the Smith School.,http://www.rhsmith.umd.edu/centers-excellence/supply-chain-management-center,,Collaborate on research in supply chain management,"supply chain management,supply chain optimization,enterprise resource planning,ERP,collaborative logistics,simulation of Global e-supply chain,data-mining,data analysis",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
177,Clarice Smith Performing Arts Center,"The Center houses six well-equipped theatres and associated production shops that have up-to-date theatrical technologies in audio, lighting, video, and costume and set production.  Within the School of Music and the School of Theatre, Dance, and Performance Studies, there are design and rehearsal studios that are core teaching spaces.  The Michelle Smith Performing Arts Library has current electronic access to music, theatre, and dance materials, as well as printed materials in all three disciplines.",https://theclarice.umd.edu/,https://theclarice.umd.edu/our-facilities,Find equipment or space,"theatre,audio,lighting,video,costume,set production,music,dance",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
196,International Research Initiatives,"The University of Maryland is taking a unique, proactive approach to overcoming barriers to enhancing international partnerships by dedicating valuable resources to streamlining administrative functions. These efforts are intended to facilitate research collaborations by reducing administrative obstacles for researchers and strengthening our position as a top tier global research institution by encouraging joint proposal endeavors, research administration, and researcher exchange programs. The Division of Research developed an administrative training program titled Borderless Research Administration Knowledge Exchange (BRAKE) that focuses on engaging international institutions as strategic cohorts concentrated on building expertise in the management and oversight of U.S. federal funding.",http://research.umd.edu/international,,"Learn about UMD's BRAKE program, which facilitates international research collaborations.","international,BRAKE,seed,funding,grant,global",Develop your research idea;Fund your research;Perform your research,Develop and evaluate a research idea;Build a team;Get training on research compliance;Find Funding Opportunities;Collaborate with remote colleagues,"Research Strategy, Planning and Partnerships",UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,101::Develop and evaluate a research idea;102::Build a team;106::Get training on research compliance;201::Find Funding Opportunities;406::Collaborate with remote colleagues
196,International Research Initiatives,"The University of Maryland is taking a unique, proactive approach to overcoming barriers to enhancing international partnerships by dedicating valuable resources to streamlining administrative functions. These efforts are intended to facilitate research collaborations by reducing administrative obstacles for researchers and strengthening our position as a top tier global research institution by encouraging joint proposal endeavors, research administration, and researcher exchange programs. The Division of Research developed an administrative training program titled Borderless Research Administration Knowledge Exchange (BRAKE) that focuses on engaging international institutions as strategic cohorts concentrated on building expertise in the management and oversight of U.S. federal funding.",http://research.umd.edu/international,,"Learn about UMD's BRAKE program, which facilitates international research collaborations.","international,BRAKE,seed,funding,grant,global",Develop your research idea;Fund your research;Perform your research,Develop and evaluate a research idea;Build a team;Get training on research compliance;Find Funding Opportunities;Collaborate with remote colleagues,Research Administration Guidance,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,101::Develop and evaluate a research idea;102::Build a team;106::Get training on research compliance;201::Find Funding Opportunities;406::Collaborate with remote colleagues
198,"Department of Environmental Safety, Sustainability and Risk","The Department of Environmental Safety, Sustainability and Risk (ESSR) ensures the safety of research at the University by aiding researchers in assessing and planning for hazards and risks, implementing controls for safety, and completing safety training. Researchers working with chemical or biological materials, radiation, environmental hazards, fire, boats, and researchers with specialized laboratory requirements should contact ESSR to prepare for research needs.",https://www.essr.umd.edu/,,"Department of Environmental Safety, Sustainability and Risk","environment,lab,safety,biohazard,biosafety,pathogens,chemical,hazard,laboratory,laser,radiation,waste",Develop your research idea;Manage your project;Perform your research,Get training on research compliance;Comply with research policies and practices;Comply with research policies and practices,"Research Policy, Safety, Compliance, and Training",UMCP,Campuswide,1::Develop your research idea;3::Manage your project;4::Perform your research,106::Get training on research compliance;310::Comply with research policies and practices;409::Comply with research policies and practices
199,Post Award Financial Closeout,Various agencies and sponsors require institutions go through a series of actions prior to an award being formally closed out. Please use this as a reference for any closeout related inquiries.,http://spac.umd.edu/content/award-closeout,,Understand documentation needed to closeout an award financially.,"financial closeout,post award closeout,closing out funds on award,closeout reports",Manage your project,Manage an award,Research Administration Guidance,UMCP,Campuswide,3::Manage your project,301::Manage an award
200,Handling Audits,"Audits are an examination of records, systems, and policies and procedures to ensure accuracy and compliance with applicable laws and regulations in accordance with Generally Accepted Auditing Principles (GAAP). If you are contacted by a sponsor for any form of audit please contact SPAC and use this as a resource to understand the audit process.",http://spac.umd.edu/content/audits,,Handle an audit by a sponsor,"handling audits,audit guide,audit overview,audit process",Develop your research idea,Comply with research policies and practices,"Research Policy, Safety, Compliance, and Training",UMCP,Campuswide,1::Develop your research idea,105::Comply with research policies and practices
28,Library Media Services,"Library Media Services supports access to and the creation of audio/visual media as data and information. In the world of knowledge, media helps define our collective desire to experience subjects across the disciplines, especially those where seeing and hearing are the primary elements of understanding. The services are: general and research audiovisual collections, media-centric learning and teaching spaces, multimedia production facilities, and staff who will be continuously trained to assist users seeking to fully understand and use this multimedia world of information.",https://lib.umd.edu/lms,,"Find facilities, tools, and help to view, create, and edit multimedia projects.","Multimedia,production facilities,film,streaming media,cameras,microphones,equipment,workshops,recording,audio",Develop your research idea;Fund your research;Perform your research;Communicate and disseminate results,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument;Develop manuscript for publication",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research;6::Communicate and disseminate results,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument;601::Develop manuscript for publication"
205,Research Participant Incentives,"As a State institution, Maryland is obliged to abide by additional state and university regulations related to the compensation and incentivization of human research participants. The procedures outlined here are intended to guide faculty and staff through this challenging process.",https://bsos.umd.edu/academics-research/research-participant,,Guidelines for managing cash incentives paid to participants of human subjects research.,"human subjects,irb",Perform your research,"Acquire, collect or generate data",Research Administration Guidance,BSOS,College of Behavioral and Social Sciences,4::Perform your research,"402::Acquire, collect or generate data"
206,BSOS Dean's Research Initiative,"The BSOS Dean's Office holds an annual internal grant competition. It is open to all BSOS faculty, staff, and students.",https://bsos.umd.edu/academics-research/DRI,,Apply for seed funding in BSOS.,"seed funding,DRI",Fund your research,Find Funding Opportunities,Funding Opportunities,BSOS,College of Behavioral and Social Sciences,2::Fund your research,201::Find Funding Opportunities
207,BSOS Multimedia Production Studio,"Videography and photography services are available to all BSOS students, faculty, and staff. Space is also available for hosting webinars, meeting with external media, etc.",https://bsos.umd.edu/news-events/bsos-multimedia-production,,Photo and video studio and services.,"video,media,photography,resources",Communicate and disseminate results,Archive and disseminate data,Technology Services,BSOS,College of Behavioral and Social Sciences,6::Communicate and disseminate results,606::Archive and disseminate data
208,Office of Academic Computing Services,"Researchers can use OACS as a resource in determing technology needs for a proposal, including physical tech needs, and use of the BSWIFT high-performance computing cluster.","https://oacs.umd.edu/
https://oacs.umd.edu/",,Determine your technology needs and manage your tech and data.,"data storage,high performance computing",Perform your research,"Acquire, collect or generate data;Manage your data;Explore and analyze data",Technology Services,BSOS,College of Behavioral and Social Sciences,4::Perform your research,"402::Acquire, collect or generate data;403::Manage your data;404::Explore and analyze data"
209,Budgeting Guidance,The budget is the financial expression of a project or program's scope of work. Resources contained herein should be able to answer some of the common questions and concerns a faculty member or research coordinator in BSOS might encounter while building a budget,https://bsos.umd.edu/academics-research/bsos-budgeting,,Find templates for budgets and budget justifications,"budget,budget justification,cost sharing,salary cap",Fund your research,Build your budget,Templates and Boilerplate Language,BSOS,College of Behavioral and Social Sciences,2::Fund your research,206::Build your budget
210,Budget Considerations,"This page outlines specific items of cost one might typically find in a budget like fringe benefits, consultant costs, etc., and provides guidance on how to calculate and justify some of those costs.",https://bsos.umd.edu/academics-research/budgeting-specific-items-cost,,Budgeting tips for specific items of cost,budget,Fund your research,Build your budget,Research Administration Guidance,BSOS,College of Behavioral and Social Sciences,2::Fund your research,206::Build your budget
211,Salary Limitations,"Many federal and non-federal sponsors impose limitations on how much an individual can be paid from a sponsored project (frequently called a salary cap). Learn here exactly what a salary cap is, how to calculate it, and the implications of managing an award with salary limitations.",https://bsos.umd.edu/academics-research/salary-cap,,Budget for a project with a salary cap and determine the amount the department is responsible for.,"budget,salary cap",Fund your research;Manage your project,Build your budget;Manage your budget,Research Administration Guidance,BSOS,College of Behavioral and Social Sciences,2::Fund your research;3::Manage your project,206::Build your budget;302::Manage your budget
212,Proposal Routing Resources,Learn here why we use the routing process and what needs to be completed in order for a proposal to be routed.,https://bsos.umd.edu/academics-research/bsos-propdev,,Learn how to route a proposal,"proposal development,routing",Fund your research,Submit your proposal,Research Administration Guidance,BSOS,College of Behavioral and Social Sciences,2::Fund your research,208::Submit your proposal
213,Summer Research Initiative,The SRI program is designed to encourage and enhance the diversity of scholars working in the social and behavioral science fields. Rising undergraduate juniors and seniors are welcome to apply.,https://bsos.umd.edu/diversity/summer-research-initiative,,Encourage undergraduates to pursue graduate studies in social sciences.,"undergraduate,undergraduate research",Develop your research idea,Develop and evaluate a research idea,Funding Opportunities,BSOS,College of Behavioral and Social Sciences,1::Develop your research idea,101::Develop and evaluate a research idea
214,Award Management Resources,Guidance on award management and determining allowability of costs can be found here.,https://bsos.umd.edu/academics-research/awdmgmt,,Find tools to assist with award management,"allowability,roles and responsibilities,award management",Manage your project,Manage an award;Manage your budget,Research Administration Guidance,BSOS,College of Behavioral and Social Sciences,3::Manage your project,301::Manage an award;302::Manage your budget
